Gene	Cytoband	Percentage of alteration(Altered)	Percentage of Alteration(Unaltered)	Log ratio	p-Value	q-Value	Direction/Tendency
RNASE9	14q11.2	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
RNF111	15q22.1-q22.2	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
RNF113A	Xq24	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
RNF186	1p36.13	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
RNGTT	6q15	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
RNU4ATAC15P	9p21.1	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
RNY1P4	13q13.1	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
RNY4P23	Xq13.1	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
RNY5P1	1p34.3	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
RPGRIP1	14q11.2	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
RPL23A	17q11.2	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
RPL26L1	5q35.1	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
RPLP0P2	11q12.2	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
RPP25L	9p13.3	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
RPPH1	14q11.2	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
RPRD1A	18q12.2	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
RPS6	9p22.1	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
RPS6KA1	1p36.11	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
RRAGA	9p22.1	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
RRAGC	1p34.3	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
RSPH3	6q25.3	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
RSPO1	1p34.3	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
RTN4RL2	11q12.1	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
RXFP2	13q13.1	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
S100B	21q22.3	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
SAGE1	Xq26.3	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
SALL2	14q11.2	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
A3GALT2	1p35.1	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
AAGAB	15q23	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
AASDHPPT	11q22.3	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
ABCA11P	4p16.3	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
ABCA12	2q35	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
ACER2	9p22.1	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
GCNA	Xq13.1	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
ACSL3	2q36.1	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
ACTR1B	2q11.2	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
ADAM18	8p11.22	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
ADAM2	8p11.22	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
ADAM32	8p11.22	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
ADAM3A	8p11.22	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
ADAM5	8p11.22	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
ADAM6	14q32.33	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
ADAM9	8p11.22	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
ADAMTSL1	9p22.2-p22.1	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
ADGRA2	8p11.23	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
ADGRG4	Xq26.3	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
ADORA2A	22q11.23	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
ADRA1A	8p21.2	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
ADSSL1	14q32.33	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
AGFG1	2q36.3	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
AHNAK2	14q32.33	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CRYBG2	1p36.11	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
AK2	1p35.1	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
AKAP14	Xq24	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
AKIRIN1	1p34.3	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
AKR7A2	1p36.13	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
AKR7A3	1p36.13	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
AKR7L	1p36.13|1p35-p36.1	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
AKT1	14q32.33	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
ALDOC	17q11.2	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
ALKBH5	17p11.2|17p11.2	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
AMBRA1	11p11.2	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
AMER1	Xq11.2	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
ANG	14q11.2	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
ANKRD18B	9p13.3	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
ANKRD20A1	9q21.11	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
ANKRD20A2	9p11.2	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
ANKRD20A3	9q21.11	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
ANKRD20A4	9q13	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
ANKRD24	19p13.3	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
ANKRD30A	10p11.21	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
ANKRD36	2q11.2	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
ANKRD36B	2q11.2	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
AP1S3	2q36.1	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
APBA2	15q13.1	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
APEX1	14q11.2	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
APLNR	11q12.1	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
APTX	9p21.1	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
AQP7	9p13.3	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
AR	Xq12	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
ARHGAP1	11p11.2	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
ARHGAP11B	15q13.2	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
ARHGEF10	8p23.3	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
ARHGEF40	14q11.2	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
ARHGEF6	Xq26.3	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
ARHGEF9	Xq11.1	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
ARID1A	1p36.11	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
ARL6	3q11.2	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
ARR3	Xq13.1	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
ARRDC5	19p13.3	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
ASB12	Xq11.2	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
ASPG	14q32.33	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
ATG13	11p11.2	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
ATIC	2q35	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
ATP13A1	19p13.11	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
ATP4B	13q34	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
ATP5ME	4p16.3	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
ATP6V0E1	5q35.1	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
AUNIP	1p36.11	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
AWAT1	Xq13.1	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
B4GALT1	9p21.1	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
BAG1	9p13.3	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
BBX	3q13.12	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
BCAR1	16q23.1	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
BCL3	19q13.32	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
BICD1	12p11.21	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
BLK	8p23.1	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
BMP8A	1p34.3	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
BMP8B	1p34.2	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
BMS1P18	14q11.2	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
BNIP1	5q35.1	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
BOD1L1	4p15.33	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
BRCA2	13q13.1	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
BRD4	19p13.12	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
BRF1	14q32.33	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
BSND	1p32.3	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
BTBD6	14q32.33	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
C11ORF49	11p11.2	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
C14ORF144	14q32.33	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
C14ORF180	14q32.33	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CLBA1	14q32.33	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
TEDC1	14q32.33	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
C18ORF21	18q12.2	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
C19ORF38	19p13.2	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
REX1BD	19p13.11	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
C1ORF109	1p34.3	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
C1ORF122	1p34.3	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
C1ORF216	1p34.3	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
C1ORF94	1p35.1	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
C20ORF78	20p11.23	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
C21ORF58	21q22.3	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
C2CD4B	15q22.2	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
C2ORF83	2q36.3	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
C6ORF99	6q25.3	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
TCIM	8p11.21	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
C8ORF49	8p23.1	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
C8ORF86	8p11.22	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
SPOUT1	9q34.11	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
C9ORF131	9p13.3	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
C9ORF24	9p13.3	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CAP1	1p34.2	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CAPS	19p13.3	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CARM1	19p13.2	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CARM1P1	9p24.2	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CASP14	19p13.12	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CATSPER4	1p36.11	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CBWD3	9q21.11	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CBWD5	9q21.11	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CBWD6	9p11.2	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CBWD7	9p12	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
KYAT1	9q34.11	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CCDC105	19p13.12	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CCDC138	2q13	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CCDC140	2q36.1	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CCDC86	11q12.2	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CCDC91	12p11.22	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CCDC94	19p13.3	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CCL19	9p13.3	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CCL20	2q36.3	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CCL21	9p13.3	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CCL25	19p13.2	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CCNB1IP1	14q11.2	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CCNB2	15q22.2	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CCNY	10p11.21	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CD47	3q13.12	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CD52	1p36.11	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CD6	11q12.2	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CDC16	13q34	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CDC42SE2	5q31.1	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CDCA4	14q32.33	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CDCA8	1p34.3	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CDCP2	1p32.3	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CDH1	16q22.1	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CDH11	16q21	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CDH8	16q21	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CEACAM16	19q13.31-q13.32	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CEACAM19	19q13.31	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CEACAM20	19q13.31	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CEACAM22P	19q13.31	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CEP170B	14q32.33	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CEP85	1p36.11	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CER1	9p22.3	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CERCAM	9q34.11	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CERS4	19p13.2	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CFDP1	16q23.1	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CHAF1A	19p13.3	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CHAMP1	13q34	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CHD8	14q11.2	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CHM	Xq21.2	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CHMP1B	18p11.21	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CHMP5	9p13.3	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CHRFAM7A	15q13.2	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CHST5	16q23.1	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CHST6	16q23.1	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CITED4	1p34.2|1p35-p34	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CKAP5	11p11.2	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CLEC3A	16q23.1	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CLINT1	5q33.3	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CLSPN	1p34.3	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CNGB1	16q21	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CNKSR1	1p36.11	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CNR1	6q15	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CNTNAP3	9p12	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CNTNAP3B	9p11.2	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
COL4A3	2q36.3	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
COL4A4	2q36.3	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
COL6A1	21q22.3	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
COL6A2	21q22.3	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
COL9A2	1p34.2	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
COMMD9	11p13	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
COPS3	17p11.2	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
COQ4	9q34.11	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
COX5B	2q11.2	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CPLX1	4p16.3	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CPXCR1	Xq21.31	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CRAT	9q34.11	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CREB3L3	19p13.3	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CREM	10p11.21	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CRIP1	14q32.33	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CRIP2	14q32.33	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CRIPAK	4p16.3	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CRLF1	19p13.11	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CRYBA1	17q11.2	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CRYBG3	3q11.2	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CSF3R	1p34.3	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CSNK1G1	15q22.31	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CSTF3	11p13	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CT45A1	Xq26.3	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CT45A2	Xq26.3	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CT45A3	Xq26.3	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CT45A4	Xq26.3	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CT45A5	Xq26.3	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CT45A6	Xq26.3	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CT55	Xq26.3	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CTBP1	4p16.3	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CTPS1	1p34.2	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CTRB1	16q23.1	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CTRB2	16q23.1	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CTSB	8p23.1	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CTXN1	19p13.2	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CUL2	10p11.21	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CUL3	2q36.2	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CXCR3	Xq13.1	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CXORF49	Xq13.1	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CXORF49B	Xq13.1	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CXORF65	Xq13.1	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
CYB5RL	1p32.3	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
DAAM1	14q23.1	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
DAGLA	11q12.2	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
DBX2	12q12	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
DCLK1	13q13.3	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
DCTN3	9p13.3	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
DDT	22q11.23	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
DDTL	22q11.23	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
DDX11	12p11.21	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
INTS6L	Xq26.3	1 (0.47%)	1 (0.66%)	-0.50	0.657	0.659	Mutual exclusivity	
